,Name,Venue_Category,Neighborhood,District,Latitude,Longitude
905,London House Chicago by Hilton,Hotel,The Island,Austin,41.88806339999999,-87.62484570000001
906,"The Langham, Chicago",Hotel,The Island,Austin,41.888404922331034,-87.62748413128281
907,House of Blues,Music Venue,The Island,Austin,41.88798373970122,-87.62869757560051
908,Ghirardelli Ice Cream And Chocolate Shop - Wrigley,Chocolate Shop,The Island,Austin,41.88922981592253,-87.62448692774466
909,Apple Michigan Avenue,Electronics Store,The Island,Austin,41.889268496440565,-87.62363247128044
910,Wendella Boat Tours,Boat or Ferry,The Island,Austin,41.88957,-87.62491999999999
911,DuSable Harbor,Harbor / Marina,The Island,Austin,41.88611413562344,-87.61284051400223
912,Shaw's Crab House,Seafood Restaurant,The Island,Austin,41.889958848172284,-87.62706513392384
913,Nonnina,Italian Restaurant,The Island,Austin,41.88874404536572,-87.6307895460613
914,Firecakes Donuts,Donut Shop,The Island,Austin,41.89000196526419,-87.63060477613422
915,The Purple Pig,Mediterranean Restaurant,The Island,Austin,41.89082630012852,-87.62460426077465
916,Loews Chicago Hotel,Hotel,The Island,Austin,41.89000879391985,-87.61940014721694
917,"Joe's Seafood, Prime Steak & Stone Crab",Seafood Restaurant,The Island,Austin,41.89182793479935,-87.62544444279393
918,Siena Tavern,Italian Restaurant,The Island,Austin,41.88917332992313,-87.62971857956552
919,Gilt Bar,Bar,The Island,Austin,41.88923642011089,-87.63537698257136
920,RPM Italian,Italian Restaurant,The Island,Austin,41.89081532118322,-87.62975543356106
921,Bavette's Bar and Boeuf,Steakhouse,The Island,Austin,41.88910872387,-87.63493174422108
922,Hannah's Bretzel,Sandwich Place,The Island,Austin,41.88958948243919,-87.63263258732344
923,Whole Foods Market,Grocery Store,The Island,Austin,41.89158919698652,-87.62043818669392
924,Molly's Cupcakes,Cupcake Shop,The Island,Austin,41.890939,-87.61614300000001
925,Xoco,Mexican Restaurant,The Island,Austin,41.89080905267858,-87.63092510796143
926,Sunda,Sushi Restaurant,The Island,Austin,41.89084019877154,-87.631602633847
927,SEPHORA,Cosmetics Shop,The Island,Austin,41.892770994871114,-87.62373803870923
928,Roka Akor,Japanese Restaurant,The Island,Austin,41.89062395228323,-87.6312797618737
929,Doc B's Fresh Kitchen River North,American Restaurant,The Island,Austin,41.891681967059654,-87.62642250531236
930,Frontera Grill,Mexican Restaurant,The Island,Austin,41.890550246513314,-87.63110093742783
931,Eataly,Gourmet Shop,The Island,Austin,41.89238953935357,-87.62645760677559
932,Beatrix,New American Restaurant,The Island,Austin,41.89148026650749,-87.63087360767099
933,Nordstrom,Department Store,The Island,Austin,41.891349,-87.6261578
934,Mastro's Steakhouse,Steakhouse,The Island,Austin,41.89142008672509,-87.62995719909668
935,Osteria Di Eataly,Italian Restaurant,The Island,Austin,41.89232769658551,-87.62632460366396
936,Broken Shaker,Cocktail Bar,The Island,Austin,41.892488280630324,-87.62733634845753
937,3 Greens Market,Café,The Island,Austin,41.889936667749254,-87.63788636608021
938,Gyu-Kaku Japanese BBQ,Japanese Restaurant,The Island,Austin,41.89259411246893,-87.62226150810639
939,East Bank Club,Gym,The Island,Austin,41.88969426959435,-87.63892237191234
940,Binny's Beverage Depot,Liquor Store,The Island,Austin,41.891413899008825,-87.635293455388
941,CorePower Yoga,Yoga Studio,The Island,Austin,41.89315623912479,-87.62165777765858
942,The Doughnut Vault,Donut Shop,The Island,Austin,41.889342297898104,-87.6355005140372
943,Shoreline Sightseeing,Boat or Ferry,The Island,Austin,41.89054874678714,-87.61155447185995
944,Oak Park Gymnastics Center,Gymnastics Gym,North Austin,Austin,41.88785045834359,-87.77583565928728
945,Oak Park Arts District,Art Gallery,North Austin,Austin,41.872855826676286,-87.77702266051008
946,Uncle Remus Saucy Fried Chicken,Fried Chicken Joint,North Austin,Austin,41.88018640218325,-87.76523858276427
947,Jerk Taco Stand,African Restaurant,North Austin,Austin,41.89166333112679,-87.74570094732613
948,Eastgate Cafe,Café,North Austin,Austin,41.87275401621555,-87.7769985379342
949,Oak Park Conservatory,Garden,North Austin,Austin,41.87162692755884,-87.78983878902119
950,Dunkin',Donut Shop,North Austin,Austin,41.879758970321305,-87.78051524603269
951,Buzz Cafe,Breakfast Spot,North Austin,Austin,41.8724,-87.77965999999999
952,Seafood Junction,Seafood Restaurant,North Austin,Austin,41.88019075035653,-87.77962638249265
953,Longfellow Park,Park,North Austin,Austin,41.876998527487416,-87.78377652168274
954,Sen Sushi Bar,Sushi Restaurant,North Austin,Austin,41.87366894659737,-87.79397705701963
955,Hole In The Wall,Ice Cream Shop,North Austin,Austin,41.87189838871231,-87.7940122886673
956,Oak Park Brewing Co.,Brewery,North Austin,Austin,41.885856200000006,-87.7948091
957,Stella Albano's Pizzeria,Pizza Place,North Austin,Austin,41.86537259338874,-87.7722297147506
958,Spilt Milk,Bakery,North Austin,Austin,41.88672011366318,-87.79450637494804
959,CorePower Yoga,Yoga Studio,North Austin,Austin,41.87952383341076,-87.79709771275526
960,Scoville Park,Park,North Austin,Austin,41.88906145857155,-87.7952647714595
961,Bodhi Thai Bistro,Thai Restaurant,North Austin,Austin,41.86533553616577,-87.77972856656255
962,Pete's Red Hots,Hot Dog Joint,North Austin,Austin,41.86555104133812,-87.78389286009052
963,L!VE Cafe,Café,North Austin,Austin,41.88575277866022,-87.79456464757567
964,New Rebozo,Mexican Restaurant,North Austin,Austin,41.87988,-87.80313000000001
965,YMCA,Gym,North Austin,Austin,41.883657115189465,-87.80246259968544
966,Coleman's BBQ,BBQ Joint,North Austin,Austin,41.89493566784393,-87.76993986303171
967,Freddy's Pizza,Pizza Place,North Austin,Austin,41.858031479728226,-87.77653693370019
968,Poor Phil's Bar & Grill,Bar,North Austin,Austin,41.8855247564735,-87.80259675383604
969,Munch,Vegetarian / Vegan Restaurant,North Austin,Austin,41.887464622002796,-87.80231567666631
970,Cucina Paradiso,Italian Restaurant,North Austin,Austin,41.88734247937268,-87.7952858451102
971,Oberweis Dairy,Ice Cream Shop,North Austin,Austin,41.888211961132754,-87.79423821532686
972,Chicago's Home of Chicken & Waffles II,Southern / Soul Food Restaurant,North Austin,Austin,41.87964911857426,-87.78889440583679
973,Citrine Cafe,New American Restaurant,North Austin,Austin,41.88674574934678,-87.7943061426538
974,Ice House Liquor Stores,Liquor Store,North Austin,Austin,41.887054786567504,-87.74582063208334
975,Courageous Bakery & Cafe,Bakery,North Austin,Austin,41.88875516516707,-87.7944853967118
976,FitzGerald's,Music Venue,North Austin,Austin,41.86511709276393,-87.78982720582319
977,Captain B's Shrimp House,Seafood Restaurant,North Austin,Austin,41.86555989429493,-87.76611133812634
978,Geppetto's Toy Box,Toy / Game Store,North Austin,Austin,41.88874491632483,-87.79423895443334
979,George's Family Restaurant,Breakfast Spot,North Austin,Austin,41.88605935000907,-87.79445509299015
980,Austin Gardens,Park,North Austin,Austin,41.89017016073198,-87.80140399932861
981,The Brown Cow Ice Cream Parlor,Ice Cream Shop,North Austin,Austin,41.8796085779769,-87.80930089598007
982,Autre Monde Cafe & Spirits,Mediterranean Restaurant,North Austin,Austin,41.865156172217276,-87.79267775063845
983,Garfield Park Conservatory,Garden,North Austin,Austin,41.886259,-87.717177
984,Barrie Park,Park,North Austin,Austin,41.869730173326545,-87.77900188720794
985,Winberie's Restaurant & Bar,American Restaurant,North Austin,Austin,41.888510697796995,-87.79459342519762
986,Terry's Place Inc,Fast Food Restaurant,North Austin,Austin,41.880245448581036,-87.7738607352458
987,Kinslahger Brewing Company,Brewery,North Austin,Austin,41.865240292100026,-87.79421280352769
988,Grape Leaves,Mediterranean Restaurant,North Austin,Austin,41.886356909624325,-87.7945690693918
989,Wild Onion Tied House,Beer Bar,North Austin,Austin,41.886670974217694,-87.80316181022856
990,Wire,Music Venue,North Austin,Austin,41.865050817818954,-87.79463651374974
991,Jerusalem Cafe,Mediterranean Restaurant,North Austin,Austin,41.888909999999996,-87.801965
992,Sugar Beet Co-op,Grocery Store,North Austin,Austin,41.879831646464964,-87.79530704036043
993,Sushi House,Sushi Restaurant,North Austin,Austin,41.88839,-87.80283
994,Big Guys Sausage Stand,Sandwich Place,North Austin,Austin,41.865023487062714,-87.79992176392071
995,Al's Grill,Breakfast Spot,North Austin,Austin,41.879677913666995,-87.80227876799542
996,Original Jimmy's Red Hots,Hot Dog Joint,North Austin,Austin,41.90639347608375,-87.72657446790686
997,Submarine Tender,Sandwich Place,North Austin,Austin,41.8829912485808,-87.811769580555
998,Buona,Sandwich Place,North Austin,Austin,41.86487713793032,-87.79347021364157
999,Trattoria 225,Italian Restaurant,North Austin,Austin,41.87249999408785,-87.78069922697323
1000,Val's Halla Records,Record Shop,North Austin,Austin,41.872597678410614,-87.78111613859684
1001,Capri Ristorante Italiano,Fast Food Restaurant,North Austin,Austin,41.86517706269055,-87.78956428287796
1002,Gina's Italian Ice,Ice Cream Shop,North Austin,Austin,41.86513720673779,-87.7933328812573
1003,Whole Foods Market,Grocery Store,North Austin,Austin,41.887695602911634,-87.80636749145394
1004,Madison Park Kitchen,Breakfast Spot,North Austin,Austin,41.87956707256392,-87.81327565223806
1005,Starbucks,Coffee Shop,North Austin,Austin,41.87980800110347,-87.80603851219853
1006,Lea - French Street Food,French Restaurant,North Austin,Austin,41.88762803394902,-87.80238310121945
1007,Mickey's Gyros & Ribs,Fast Food Restaurant,North Austin,Austin,41.891768615537984,-87.80500477013874
1008,Katy's Dumpling House,Chinese Restaurant,North Austin,Austin,41.88857226887764,-87.80313330983017
1009,Inspiration Kitchens,Food,North Austin,Austin,41.88497547415557,-87.71414108961146
1010,Indio Restaurant,Mexican Restaurant,North Austin,Austin,41.85070382188717,-87.77548918054285
1011,Delia's Kitchen,Breakfast Spot,North Austin,Austin,41.88871989361798,-87.80189013095153
1012,Sugar Fixé Patisserie,Bakery,North Austin,Austin,41.88783604517251,-87.80246047072309
1013,Starbucks,Coffee Shop,North Austin,Austin,41.887547,-87.805214
1014,Blue Max Coffee,Coffee Shop,North Austin,Austin,41.885913330639575,-87.81443396340107
1015,Addis Cafe in Oak Park,Coffee Shop,North Austin,Austin,41.87355948478019,-87.79394548909275
1016,Paisan's Pizza,Pizza Place,North Austin,Austin,41.858319059047865,-87.7712524236562
1017,La Michoacana Premium,Ice Cream Shop,North Austin,Austin,41.85044126158728,-87.78755428424542
1018,Dunkin',Donut Shop,North Austin,Austin,41.858588700000006,-87.7645542
1019,Humboldt Park,Park,West Humboldt Park,Austin,41.906788130591906,-87.70300859351265
1020,Adams & Son Gardens,Flower Shop,West Humboldt Park,Austin,41.90092540996649,-87.69662148536739
1021,Spinning J Bakery and Soda Fountain,Dessert Shop,West Humboldt Park,Austin,41.89933620163525,-87.69689145817068
1022,Flying Saucer,Breakfast Spot,West Humboldt Park,Austin,41.90195487488139,-87.69679583786747
1023,C.C. Ferns,Coffee Shop,West Humboldt Park,Austin,41.899340247612464,-87.6970096925645
1024,Rootstock,New American Restaurant,West Humboldt Park,Austin,41.89908262351512,-87.69690838651262
1025,Cafe Marie-Jeanne,Bistro,West Humboldt Park,Austin,41.89934134536328,-87.69674176196901
1026,Señor Pan,Cuban Restaurant,West Humboldt Park,Austin,41.910223348831856,-87.69275837860609
1027,Puerto Rico Food and Liquors,Deli / Bodega,West Humboldt Park,Austin,41.899259616605356,-87.69180012056074
1028,Kai Zan,Japanese Restaurant,West Humboldt Park,Austin,41.89559321879891,-87.69153250592699
1029,The 606  / Midpoint,Trail,West Humboldt Park,Austin,41.913855373117386,-87.69150668222652
1030,Dark Matter Coffee (Star Lounge Coffee Bar),Coffee Shop,West Humboldt Park,Austin,41.89552848253647,-87.69017052555084
1031,Handlebar,Vegetarian / Vegan Restaurant,West Humboldt Park,Austin,41.91034041797946,-87.68535669406384
1032,Sportsman's Club,Dive Bar,West Humboldt Park,Austin,41.898971719072144,-87.68700310578969
1033,Bite Café,New American Restaurant,West Humboldt Park,Austin,41.90048613102152,-87.6869276961153
1034,Bloomingdale Trail — The 606,Trail,West Humboldt Park,Austin,41.913943578117696,-87.68550432072244
1035,EZ Inn,Dive Bar,West Humboldt Park,Austin,41.898116160591954,-87.68686316793585
1036,Empty Bottle,Music Venue,West Humboldt Park,Austin,41.900357415210884,-87.68684484908749
1037,Dark Matter Coffee,Coffee Shop,West Humboldt Park,Austin,41.89514572614215,-87.68689981010729
1038,Boeufhaus,Steakhouse,West Humboldt Park,Austin,41.89988018414503,-87.68708615851665
1039,Ipsento 606,Coffee Shop,West Humboldt Park,Austin,41.914217884309366,-87.68331873621011
1040,Queen Mary,Cocktail Bar,West Humboldt Park,Austin,41.903076596645754,-87.68072921788973
1041,CorePower Yoga,Yoga Studio,West Humboldt Park,Austin,41.912503919438294,-87.68138855695723
1042,Margie's Candies,Ice Cream Shop,West Humboldt Park,Austin,41.917517501071636,-87.6874814489691
1043,Juko Nail & Skin Rescue,Nail Salon,West Humboldt Park,Austin,41.90319037761692,-87.68089679967213
1044,Irazu,Latin American Restaurant,West Humboldt Park,Austin,41.91545137863211,-87.68502865430919
1045,Ipsento Coffee House,Coffee Shop,West Humboldt Park,Austin,41.91860114157859,-87.68732323890036
1046,Small Cheval,Burger Joint,West Humboldt Park,Austin,41.912816131224986,-87.6814866958218
1047,The Bento Box,Asian Restaurant,West Humboldt Park,Austin,41.917738585272076,-87.68437583448694
1048,Joe's Wine Cellar,Wine Bar,West Humboldt Park,Austin,41.90316667974381,-87.68010037386198
1049,Fatso's Last Stand,Hot Dog Joint,West Humboldt Park,Austin,41.89592828598262,-87.6842030850337
1050,Dove's Luncheonette,Diner,West Humboldt Park,Austin,41.90952359487261,-87.67744655553935
1051,Pub Royale,Pub,West Humboldt Park,Austin,41.90310864855336,-87.67923727332553
1052,The Violet Hour,Speakeasy,West Humboldt Park,Austin,41.909048226302026,-87.67763078212738
1053,Big Star,Taco Place,West Humboldt Park,Austin,41.909228926014734,-87.677279319611
1054,Stan's Donuts & Coffee,Donut Shop,West Humboldt Park,Austin,41.909927041354635,-87.67746210427194
1055,Olivia's Market,Gourmet Shop,West Humboldt Park,Austin,41.91235011573232,-87.67798154409051
1056,DAVIDsTEA,Tea Room,West Humboldt Park,Austin,41.911847268846934,-87.67738492104212
1057,Wicker Park,Park,West Humboldt Park,Austin,41.907960460655,-87.67726723375097
1058,Piece Brewery and Pizzeria,Pizza Place,West Humboldt Park,Austin,41.91040346991058,-87.67614524802478
1059,Jeni's Splendid Ice Creams,Ice Cream Shop,West Humboldt Park,Austin,41.90882733007759,-87.67494398464306
1060,Black Dog Gelato,Ice Cream Shop,West Humboldt Park,Austin,41.8977377297036,-87.67703642634379
1061,Kasia's Polish Delicatessen,Deli / Bodega,West Humboldt Park,Austin,41.89574948416685,-87.67961909989114
1062,Myopic Books,Bookstore,West Humboldt Park,Austin,41.90997660705425,-87.67685143210936
1063,Bonci Pizzeria,Pizza Place,West Humboldt Park,Austin,41.91019381850293,-87.67740857090902
1064,The Wormhole Coffee,Coffee Shop,West Humboldt Park,Austin,41.90839314023413,-87.67461064465641
1065,Sultan's Market,Falafel Restaurant,West Humboldt Park,Austin,41.910394139603156,-87.67990265797661
1066,Fifolet,Cajun / Creole Restaurant,West Humboldt Park,Austin,41.90327570069656,-87.67667144460957
1067,Dollop Bakeshop,Café,West Humboldt Park,Austin,41.89965,-87.67732600000001
1068,Goddess and Grocer,Gourmet Shop,West Humboldt Park,Austin,41.91179482315232,-87.67733573913574
1069,En Hakkore,Korean Restaurant,West Humboldt Park,Austin,41.914984599900066,-87.6775365275866
1070,Shred415,Gym / Fitness Center,West Humboldt Park,Austin,41.90807113829828,-87.67405598350345
1071,Takito Kitchen,Taco Place,West Humboldt Park,Austin,41.90311763012076,-87.67775588388389
1072,Mojo Spa,Spa,West Humboldt Park,Austin,41.90855826723356,-87.67464172864682
1073,Taxim,Greek Restaurant,West Humboldt Park,Austin,41.90982313806515,-87.67665815797089
1074,Mindy's Hot Chocolate,Dessert Shop,West Humboldt Park,Austin,41.91368547149983,-87.67740283612902
1075,Kanela Breakfast Club,Breakfast Spot,West Humboldt Park,Austin,41.90745405656163,-87.67309294419334
1076,Las Palmas,Mexican Restaurant,West Humboldt Park,Austin,41.91021766402192,-87.6738663663298
1077,The Map Room,Bar,West Humboldt Park,Austin,41.91768747748944,-87.67991372917055
1078,My Pie Pizza & Li'l Guys Sandwiches,Pizza Place,West Humboldt Park,Austin,41.918350904038476,-87.67779448861488
1079,Stoney Sub,Sandwich Place,Avalon Park,Avalon Park,41.74112628076475,-87.58579088549082
1080,Taurus Flavors,Fast Food Restaurant,Avalon Park,Avalon Park,41.73950604662887,-87.58589155824062
1081,Jesse Owens Park,Park,Avalon Park,Avalon Park,41.73418982344021,-87.57694880888646
1082,Family Den Lounge,Lounge,Avalon Park,Avalon Park,41.73204514677399,-87.58566814598097
1083,South Shore Cultural Center,Cultural Center,Avalon Park,Avalon Park,41.76718064259053,-87.56603909321457
1084,Sizzlin' Grille Café,Café,Avalon Park,Avalon Park,41.73689270019531,-87.58209991455078
1085,Italian Fiesta Pizzeria,Pizza Place,Avalon Park,Avalon Park,41.765915299999996,-87.57776690000001
1086,The Banana Leaf,Caribbean Restaurant,Avalon Park,Avalon Park,41.75168167966525,-87.57644205011471
1087,Stony Island Arts Bank,Public Art,Avalon Park,Avalon Park,41.77180723587629,-87.58654982993878
1088,New Dating Game,Nightclub,Avalon Park,Avalon Park,41.73243885992957,-87.5857781253956
1089,Reynolds Blues Lounge,Lounge,Avalon Park,Avalon Park,41.75887978736496,-87.60138959187393
1090,Angie's Hair Salon,Cosmetics Shop,Avalon Park,Avalon Park,41.766347370872616,-87.57781424499007
1091,Hoe Toy Chop Suey,Chinese Restaurant,Avalon Park,Avalon Park,41.73895138349061,-87.5851353350673
1092,Jimmi Skouls,Boutique,Avalon Park,Avalon Park,41.746862025301716,-87.58599173824891
1093,Wingz It Iz,Wings Joint,Avalon Park,Avalon Park,41.72906719875414,-87.58556994762388
1094,Give Me Some Sugah,Bakery,Avalon Park,Avalon Park,41.766306865661534,-87.57004619905395
1095,ETA Creative Arts Foundation,Arts & Entertainment,Avalon Park,Avalon Park,41.75704497308777,-87.59370008131737
1096,Yassa African Restaurant,African Restaurant,Avalon Park,Avalon Park,41.751258333543134,-87.60704995847509
1097,Robust Coffee Lounge,Coffee Shop,Avalon Park,Avalon Park,41.780358,-87.596387
